Completion Year,State,Total,Degree-granting,"Non-degree-granting, primarily postsecondary",American Indian or Alaska Native,Asian or Pacific Islander,Asian,Native Hawaiian or Other Pacific Islander,Black or African American,Hispanic or Latino,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident,Male,Female
2003-04,South Carolina,"40,022","38,989","1,033",187,559,,,"9,835",449,"27,073",,764,"1,155","15,255","24,767"
2003-04,South Dakota,"9,764","9,578",186,393,103,,,85,78,"8,246",,693,166,"4,306","5,458"
2003-04,Tennessee,"58,478","50,407","8,071",191,990,,,"9,714",727,"43,374",,"2,168","1,314","23,740","34,738"
2003-04,Texas,"218,481","188,160","30,321","1,019","10,950",,,"25,507","52,385","112,333",,"5,734","10,553","88,615","129,866"
2003-04,Utah,"40,511","37,502","3,009",312,822,,,217,"1,135","33,387",,"3,233","1,405","19,367","21,144"
2003-04,Vermont,"8,187","8,090",97,81,141,,,83,137,"6,845",,642,258,"3,500","4,687"
2003-04,Virginia,"78,372","73,229","5,143",607,"3,103",,,"14,641","2,313","52,577",,"2,327","2,804","30,920","47,452"
2003-04,Washington,"81,529","74,486","7,043","1,179","7,475",,,"2,969","3,504","54,275",,"9,425","2,702","33,733","47,796"
2003-04,West Virginia,"18,889","16,919","1,970",56,214,,,769,136,"16,864",,288,562,"7,550","11,339"
2003-04,Wisconsin,"70,049","68,935","1,114",593,"1,579",,,"2,603","1,593","59,981",,"1,830","1,870","27,840","42,209"
2003-04,Wyoming,"6,689","6,658",31,126,51,,,44,320,"5,809",,211,128,"3,739","2,950"
2002-03,Total,"3,297,453","3,004,973","292,480","27,623","182,701",,,"353,828","267,282","2,130,445",,"184,672","150,902","1,368,557","1,928,896"
2002-03,Alabama,"45,328","44,833",495,313,570,,,"11,913",431,"30,251",,671,"1,179","18,004","27,324"
2002-03,Alaska,"4,638","3,089","1,549",699,181,,,188,154,"3,075",,219,122,"2,035","2,603"
2002-03,Arizona,"76,795","69,972","6,823","2,509","2,183",,,"2,829","11,539","44,233",,"10,163","3,339","35,239","41,556"
2002-03,Arkansas,"29,644","22,792","6,852",221,389,,,"3,776",431,"23,589",,496,742,"12,868","16,776"
2002-03,California,"396,844","349,019","47,825","3,359","64,147",,,"24,707","80,111","166,915",,"36,618","20,987","160,756","236,088"
2002-03,Colorado,"57,687","51,239","6,448",801,"1,893",,,"2,231","5,048","42,314",,"3,480","1,920","26,040","31,647"
2002-03,Connecticut,"36,761","32,355","4,406",113,"1,354",,,"2,907","2,173","25,344",,"2,668","2,202","15,541","21,220"
2002-03,Delaware,"9,782","9,251",531,32,225,,,"1,287",272,"7,000",,662,304,"3,557","6,225"
2002-03,District of Columbia,"22,090","21,013","1,077",55,"1,567",,,"5,009","1,305","10,066",,"1,472","2,616","9,267","12,823"
2002-03,Florida,"199,989","164,051","35,938",876,"5,991",,,"31,626","31,325","115,978",,"6,706","7,487","85,054","114,935"
2002-03,Georgia,"94,493","87,698","6,795",277,"2,860",,,"28,155","1,776","55,745",,"2,147","3,533","37,424","57,069"
2002-03,Hawaii,"12,137","11,333",804,90,"7,457",,,338,316,"3,025",,234,677,"5,087","7,050"
2002-03,Idaho,"13,868","13,115",753,147,198,,,75,432,"12,227",,450,339,"5,808","8,060"
2002-03,Illinois,"157,884","149,812","8,072",487,"9,248",,,"19,218","11,664","103,854",,"5,607","7,806","68,417","89,467"
2002-03,Indiana,"66,971","65,217","1,754",206,"1,224",,,"4,813","1,620","54,189",,"1,611","3,308","29,748","37,223"
2002-03,Iowa,"42,716","41,472","1,244",176,782,,,"1,058",739,"36,711",,"1,548","1,702","17,764","24,952"
2002-03,Kansas,"39,771","35,418","4,353",554,"1,098",,,"2,079","1,710","31,135",,"1,703","1,492","17,137","22,634"
2002-03,Kentucky,"39,098","38,045","1,053",106,561,,,"2,732",313,"33,806",,590,990,"15,557","23,541"
2002-03,Louisiana,"50,202","45,903","4,299",364,"1,161",,,"13,603","1,324","30,868",,"1,189","1,693","21,182","29,020"
2002-03,Maine,"10,929","10,469",460,94,148,,,90,70,"9,561",,559,407,"4,183","6,746"
2002-03,Maryland,"53,891","51,286","2,605",190,"3,214",,,"10,921","1,622","33,234",,"1,753","2,957","22,804","31,087"
2002-03,Massachusetts,"97,906","92,611","5,295",349,"5,811",,,"5,749","4,266","60,917",,"12,210","8,604","39,293","58,613"
2002-03,Michigan,"113,456","106,194","7,262",701,"3,807",,,"11,561","2,398","82,655",,"6,342","5,992","45,679","67,777"
2002-03,Minnesota,"64,926","63,125","1,801",482,"2,008",,,"1,972",819,"50,287",,"7,313","2,045","27,190","37,736"
2002-03,Mississippi,"26,445","25,741",704,101,236,,,"8,621",170,"16,705",,137,475,"9,695","16,750"
2002-03,Missouri,"73,662","71,112","2,550",462,"1,796",,,"7,527","1,742","56,171",,"2,662","3,302","31,076","42,586"
2002-03,Montana,"8,456","8,333",123,569,69,,,29,96,"7,061",,454,178,"3,748","4,708"
2002-03,Nebraska,"22,789","22,211",578,118,545,,,813,469,"19,706",,453,685,"10,121","12,668"
2002-03,Nevada,"10,880","10,113",767,115,812,,,598,915,"6,687",,"1,219",534,"4,008","6,872"
2002-03,New Hampshire,"15,140","14,533",607,72,289,,,270,309,"11,534",,"1,899",767,"5,990","9,150"
2002-03,New Jersey,"73,093","58,270","14,823",223,"4,905",,,"9,103","7,343","40,502",,"7,283","3,734","30,557","42,536"
2002-03,New Mexico,"16,806","16,187",619,"1,233",375,,,374,"5,617","6,972",,"1,827",408,"6,524","10,282"
2002-03,New York,"258,895","238,898","19,997",799,"16,693",,,"30,077","22,406","146,327",,"24,184","18,409","101,379","157,516"
2002-03,North Carolina,"82,640","81,191","1,449",846,"2,090",,,"16,841","1,447","58,157",,"1,199","2,060","34,029","48,611"
2002-03,North Dakota,"8,737","8,622",115,477,71,,,62,69,"7,769",,16,273,"4,094","4,643"
2002-03,Ohio,"119,943","107,674","12,269",341,"2,399",,,"11,396","1,800","94,430",,"4,738","4,839","49,740","70,203"
2002-03,Oklahoma,"42,140","33,498","8,642","3,754","1,031",,,"3,556","1,298","29,785",,524,"2,192","17,935","24,205"
2002-03,Oregon,"37,311","34,811","2,500",465,"2,004",,,554,"1,265","28,335",,"3,068","1,620","15,220","22,091"
2002-03,Pennsylvania,"151,844","137,838","14,006",315,"5,734",,,"12,833","3,519","116,032",,"7,061","6,350","65,609","86,235"
2002-03,Rhode Island,"17,407","15,413","1,994",58,675,,,919,867,"12,180",,"1,619","1,089","7,272","10,135"
2002-03,South Carolina,"38,142","37,192",950,109,525,,,"8,945",460,"26,417",,635,"1,051","14,918","23,224"
2002-03,South Dakota,"8,760","8,642",118,380,108,,,78,50,"7,519",,455,170,"3,943","4,817"
2002-03,Tennessee,"56,636","48,486","8,150",156,903,,,"9,132",734,"42,897",,"1,333","1,481","22,977","33,659"
2002-03,Texas,"202,609","177,095","25,514",950,"11,031",,,"22,636","46,604","107,946",,"4,463","8,979","83,197","119,412"
2002-03,Utah,"38,524","35,520","3,004",271,851,,,174,"1,088","32,509",,"2,366","1,265","18,294","20,230"
2002-03,Vermont,"8,037","7,976",61,64,145,,,95,148,"6,572",,729,284,"3,405","4,632"
2002-03,Virginia,"74,966","69,986","4,980",620,"2,923",,,"14,257","2,171","50,626",,"1,668","2,701","30,111","44,855"
2002-03,Washington,"75,392","69,162","6,230","1,179","6,637",,,"2,797","3,033","52,385",,"6,244","3,117","31,361","44,031"
2002-03,West Virginia,"18,231","16,533","1,698",78,210,,,794,151,"16,384",,61,553,"7,469","10,762"
2002-03,Wisconsin,"65,723","64,212","1,511",528,"1,511",,,"2,457","1,360","56,268",,"1,785","1,814","26,584","39,139"
2002-03,Wyoming,"6,439","6,412",27,139,56,,,53,293,"5,590",,179,129,"3,667","2,772"
